title,difficulty_short,difficulty,level,notes
ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,SPL,5,-1,-1
ベィスドロップ・フリークス,SPB,1,-1,-1
ベィスドロップ・フリークス,SPN,2,4,323
ベィスドロップ・フリークス,SPH,3,7,651
ベィスドロップ・フリークス,SPA,4,10,1143
ベィスドロップ・フリークス,SPL,5,-1,-1
もっと！モット！ときめき feat. 松下,SPB,1,-1,-1
もっと！モット！ときめき feat. 松下,SPN,2,6,707
もっと！モット！ときめき feat. 松下,SPH,3,9,1061
もっと！モット！ときめき feat. 松下,SPA,4,11,1424
もっと！モット！ときめき feat. 松下,SPL,5,-1,-1
リリーゼと炎龍レーヴァテイン,SPB,1,-1,-1
リリーゼと炎龍レーヴァテイン,SPN,2,6,504
リリーゼと炎龍レーヴァテイン,SPH,3,10,1186
リリーゼと炎龍レーヴァテイン,SPA,4,12,1771
リリーゼと炎龍レーヴァテイン,SPL,5,-1,-1
夏色DIARY - L.E.D.-G STYLE MIX -,SPB,1,-1,-1
夏色DIARY - L.E.D.-G STYLE MIX -,SPN,2,6,505
夏色DIARY - L.E.D.-G STYLE MIX -,SPH,3,10,1031
夏色DIARY - L.E.D.-G STYLE MIX -,SPA,4,12,1590
夏色DIARY - L.E.D.-G STYLE MIX -,SPL,5,-1,-1
鬼天,SPB,1,-1,-1
鬼天,SPN,2,6,519
鬼天,SPH,3,9,889
鬼天,SPA,4,11,1265
鬼天,SPL,5,-1,-1
共鳴遊戯の華,SPB,1,-1,-1
共鳴遊戯の華,SPN,2,7,669
共鳴遊戯の華,SPH,3,10,1296
共鳴遊戯の華,SPA,4,12,2000
共鳴遊戯の華,SPL,5,-1,-1
紅牡丹,SPB,1,3,249
紅牡丹,SPN,2,6,544
紅牡丹,SPH,3,9,929
紅牡丹,SPA,4,12,1445
紅牡丹,SPL,5,-1,-1
時空トラベローグ,SPB,1,-1,-1
時空トラベローグ,SPN,2,6,571
時空トラベローグ,SPH,3,9,983
時空トラベローグ,SPA,4,11,1395
時空トラベローグ,SPL,5,-1,-1
取り残された美術(Arranged:HiZuMi),SPB,1,1,126
取り残された美術(Arranged:HiZuMi),SPN,2,5,495
取り残された美術(Arranged:HiZuMi),SPH,3,8,882
取り残された美術(Arranged:HiZuMi),SPA,4,10,1111
取り残された美術(Arranged:HiZuMi),SPL,5,-1,-1
十六夜セツナ,SPB,1,-1,-1
十六夜セツナ,SPN,2,5,521
十六夜セツナ,SPH,3,7,823
十六夜セツナ,SPA,4,10,1132
十六夜セツナ,SPL,5,-1,-1
少年は空を辿る,SPB,1,-1,-1
少年は空を辿る,SPN,2,6,644
少年は空を辿る,SPH,3,10,1081
少年は空を辿る,SPA,4,12,1729
少年は空を辿る,SPL,5,-1,-1
千年ノ理,SPB,1,-1,-1
千年ノ理,SPN,2,6,602
千年ノ理,SPH,3,9,1008
千年ノ理,SPA,4,12,1608
千年ノ理,SPL,5,12,2183
打打打打打打打打打打,SPB,1,1,100
打打打打打打打打打打,SPN,2,5,419
打打打打打打打打打打,SPH,3,8,701
打打打打打打打打打打,SPA,4,11,1342
打打打打打打打打打打,SPL,5,-1,-1
超青少年ノ為ノ超多幸ナ超古典的超舞曲,SPB,1,-1,-1
超青少年ノ為ノ超多幸ナ超古典的超舞曲,SPN,2,6,531
超青少年ノ為ノ超多幸ナ超古典的超舞曲,SPH,3,9,1028
超青少年ノ為ノ超多幸ナ超古典的超舞曲,SPA,4,11,1350
超青少年ノ為ノ超多幸ナ超古典的超舞曲,SPL,5,12,2110
白露の風,SPB,1,-1,-1
白露の風,SPN,2,2,240
白露の風,SPH,3,6,639
白露の風,SPA,4,9,1018
白露の風,SPL,5,-1,-1
表裏一体！？怪盗いいんちょの悩み,SPB,1,-1,-1
表裏一体！？怪盗いいんちょの悩み,SPN,2,6,580
表裏一体！？怪盗いいんちょの悩み,SPH,3,10,1127
表裏一体！？怪盗いいんちょの悩み,SPA,4,12,1815
表裏一体！？怪盗いいんちょの悩み,SPL,5,-1,-1
妖隠し -あやかしかくし-,SPB,1,-1,-1
妖隠し -あやかしかくし-,SPN,2,5,489
妖隠し -あやかしかくし-,SPH,3,9,803
妖隠し -あやかしかくし-,SPA,4,10,1103
妖隠し -あやかしかくし-,SPL,5,-1,-1
恋は白帯、サンシロー,SPB,1,-1,-1
恋は白帯、サンシロー,SPN,2,3,377
恋は白帯、サンシロー,SPH,3,6,664
恋は白帯、サンシロー,SPA,4,9,1021
恋は白帯、サンシロー,SPL,5,11,1395
199024club -Re:BounceKiller-,SPB,1,-1,-1
199024club -Re:BounceKiller-,SPN,2,5,360
199024club -Re:BounceKiller-,SPH,3,10,873
199024club -Re:BounceKiller-,SPA,4,12,1260
199024club -Re:BounceKiller-,SPL,5,-1,-1
Acid Pumper,SPB,1,-1,-1
Acid Pumper,SPN,2,4,348
Acid Pumper,SPH,3,9,812
Acid Pumper,SPA,4,11,1267
Acid Pumper,SPL,5,-1,-1
Angelic Jelly,SPB,1,-1,-1
Angelic Jelly,SPN,2,6,579
Angelic Jelly,SPH,3,9,1058
Angelic Jelly,SPA,4,11,1419
Angelic Jelly,SPL,5,-1,-1
AO-1,SPB,1,-1,-1
AO-1,SPN,2,7,643
AO-1,SPH,3,10,999
AO-1,SPA,4,12,1443
AO-1,SPL,5,-1,-1
Arcana,SPB,1,-1,-1
Arcana,SPN,2,6,613
Arcana,SPH,3,8,893
Arcana,SPA,4,10,1150
Arcana,SPL,5,-1,-1
Aublia,SPB,1,-1,-1
Aublia,SPN,2,5,495
Aublia,SPH,3,8,785
Aublia,SPA,4,11,1299
Aublia,SPL,5,-1,-1
Battle Train -IIDX Edition-,SPB,1,-1,-1
Battle Train -IIDX Edition-,SPN,2,4,454
Battle Train -IIDX Edition-,SPH,3,10,1302
Battle Train -IIDX Edition-,SPA,4,11,1687
Battle Train -IIDX Edition-,SPL,5,-1,-1
Blue Spring Express,SPB,1,-1,-1
Blue Spring Express,SPN,2,7,664
Blue Spring Express,SPH,3,10,1087
Blue Spring Express,SPA,4,12,1728
Blue Spring Express,SPL,5,-1,-1
Central Station,SPB,1,-1,-1
Central Station,SPN,2,5,527
Central Station,SPH,3,8,803
Central Station,SPA,4,10,1223
Central Station,SPL,5,-1,-1
chaos eater -IIDX edition-,SPB,1,-1,-1
chaos eater -IIDX edition-,SPN,2,5,604
chaos eater -IIDX edition-,SPH,3,9,887
chaos eater -IIDX edition-,SPA,4,11,1328
chaos eater -IIDX edition-,SPL,5,-1,-1
CODE:1 [revision1.0.1],SPB,1,-1,-1
CODE:1 [revision1.0.1],SPN,2,5,497
CODE:1 [revision1.0.1],SPH,3,9,887
CODE:1 [revision1.0.1],SPA,4,12,1590
CODE:1 [revision1.0.1],SPL,5,-1,-1
Daily Lunch Special,SPB,1,-1,-1
Daily Lunch Special,SPN,2,6,549
Daily Lunch Special,SPH,3,9,1098
Daily Lunch Special,SPA,4,11,1494
Daily Lunch Special,SPL,5,-1,-1
Damage Per Second,SPB,1,-1,-1
Damage Per Second,SPN,2,4,447
Damage Per Second,SPH,3,7,718
Damage Per Second,SPA,4,9,1026
Damage Per Second,SPL,5,10,1153
Derelict Star feat. Ryu*,SPB,1,-1,-1
Derelict Star feat. Ryu*,SPN,2,6,709
Derelict Star feat. Ryu*,SPH,3,9,977
Derelict Star feat. Ryu*,SPA,4,11,1336
Derelict Star feat. Ryu*,SPL,5,-1,-1
Devil's Gear,SPB,1,-1,-1
Devil's Gear,SPN,2,6,548
Devil's Gear,SPH,3,10,1152
Devil's Gear,SPA,4,12,1793
Devil's Gear,SPL,5,-1,-1
DIAMOND CROSSING,SPB,1,-1,-1
DIAMOND CROSSING,SPN,2,7,509
DIAMOND CROSSING,SPH,3,10,917
DIAMOND CROSSING,SPA,4,12,1585
DIAMOND CROSSING,SPL,5,-1,-1
do the thing feat. Kanae Asaba,SPB,1,-1,-1
do the thing feat. Kanae Asaba,SPN,2,3,321
do the thing feat. Kanae Asaba,SPH,3,8,777
do the thing feat. Kanae Asaba,SPA,4,10,1171
do the thing feat. Kanae Asaba,SPL,5,-1,-1
Donkey Donk,SPB,1,-1,-1
Donkey Donk,SPN,2,6,611
Donkey Donk,SPH,3,9,892
Donkey Donk,SPA,4,10,1150
Donkey Donk,SPL,5,-1,-1
Dynamite,SPB,1,3,276
Dynamite,SPN,2,7,611
Dynamite,SPH,3,10,1246
Dynamite,SPA,4,12,1953
Dynamite,SPL,5,-1,-1
Everlasting Last,SPB,1,-1,-1
Everlasting Last,SPN,2,4,427
Everlasting Last,SPH,3,8,836
Everlasting Last,SPA,4,10,1124
Everlasting Last,SPL,5,-1,-1
Exchange Place,SPB,1,-1,-1
Exchange Place,SPN,2,4,388
Exchange Place,SPH,3,7,646
Exchange Place,SPA,4,9,903
Exchange Place,SPL,5,-1,-1
GENERATE feat.綾倉盟,SPB,1,-1,-1
GENERATE feat.綾倉盟,SPN,2,5,573
GENERATE feat.綾倉盟,SPH,3,8,892
GENERATE feat.綾倉盟,SPA,4,10,1182
GENERATE feat.綾倉盟,SPL,5,-1,-1
Glitch Nerds,SPB,1,-1,-1
Glitch Nerds,SPN,2,5,528
Glitch Nerds,SPH,3,8,734
Glitch Nerds,SPA,4,10,1149
Glitch Nerds,SPL,5,-1,-1
Go Faraway,SPB,1,-1,-1
Go Faraway,SPN,2,5,520
Go Faraway,SPH,3,7,766
Go Faraway,SPA,4,10,1259
Go Faraway,SPL,5,-1,-1
GOBBLE,SPB,1,-1,-1
GOBBLE,SPN,2,4,252
GOBBLE,SPH,3,7,369
GOBBLE,SPA,4,11,866
GOBBLE,SPL,5,-1,-1
Godspeed,SPB,1,-1,-1
Godspeed,SPN,2,7,545
Godspeed,SPH,3,10,1002
Godspeed,SPA,4,12,1631
Godspeed,SPL,5,-1,-1
Grand Chariot,SPB,1,-1,-1
Grand Chariot,SPN,2,7,588
Grand Chariot,SPH,3,10,989
Grand Chariot,SPA,4,12,1775
Grand Chariot,SPL,5,-1,-1
Highcharge Divolt,SPB,1,-1,-1
Highcharge Divolt,SPN,2,6,456
Highcharge Divolt,SPH,3,10,889
Highcharge Divolt,SPA,4,12,1421
Highcharge Divolt,SPL,5,-1,-1
Inner Spirit,SPB,1,-1,-1
Inner Spirit,SPN,2,5,446
Inner Spirit,SPH,3,9,985
Inner Spirit,SPA,4,11,1458
Inner Spirit,SPL,5,-1,-1
Journey,SPB,1,-1,-1
Journey,SPN,2,3,351
Journey,SPH,3,6,639
Journey,SPA,4,9,950
Journey,SPL,5,11,1585
Konzert V,SPB,1,-1,-1
Konzert V,SPN,2,6,653
Konzert V,SPH,3,10,1181
Konzert V,SPA,4,12,1710
Konzert V,SPL,5,-1,-1
La dolce primavera,SPB,1,-1,-1
La dolce primavera,SPN,2,4,360
La dolce primavera,SPH,3,8,707
La dolce primavera,SPA,4,10,1098
La dolce primavera,SPL,5,-1,-1
M4K3 1T B0UNC3,SPB,1,-1,-1
M4K3 1T B0UNC3,SPN,2,7,713
M4K3 1T B0UNC3,SPH,3,10,1082
M4K3 1T B0UNC3,SPA,4,12,1546
M4K3 1T B0UNC3,SPL,5,-1,-1
Musik LoverZ,SPB,1,-1,-1
Musik LoverZ,SPN,2,5,539
Musik LoverZ,SPH,3,7,722
Musik LoverZ,SPA,4,10,1268
Musik LoverZ,SPL,5,-1,-1
NANAIRO,SPB,1,-1,-1
NANAIRO,SPN,2,5,536
NANAIRO,SPH,3,9,935
NANAIRO,SPA,4,10,1308
NANAIRO,SPL,5,-1,-1
Nightmare before oversleep,SPB,1,-1,-1
Nightmare before oversleep,SPN,2,7,605
Nightmare before oversleep,SPH,3,10,988
Nightmare before oversleep,SPA,4,12,1500
Nightmare before oversleep,SPL,5,-1,-1
NINJA IS DEAD IIDX ver.,SPB,1,-1,-1
NINJA IS DEAD IIDX ver.,SPN,2,6,627
NINJA IS DEAD IIDX ver.,SPH,3,9,989
NINJA IS DEAD IIDX ver.,SPA,4,12,1520
NINJA IS DEAD IIDX ver.,SPL,5,-1,-1
NO LIMIT -オレ達に限界は無い-,SPB,1,-1,-1
NO LIMIT -オレ達に限界は無い-,SPN,2,4,420
NO LIMIT -オレ達に限界は無い-,SPH,3,6,631
NO LIMIT -オレ達に限界は無い-,SPA,4,10,1148
NO LIMIT -オレ達に限界は無い-,SPL,5,-1,-1
Nowhere,SPB,1,-1,-1
Nowhere,SPN,2,4,441
Nowhere,SPH,3,8,759
Nowhere,SPA,4,10,1100
Nowhere,SPL,5,-1,-1
NZM,SPB,1,-1,-1
NZM,SPN,2,6,547
NZM,SPH,3,9,831
NZM,SPA,4,12,1783
NZM,SPL,5,-1,-1
On the FM,SPB,1,-1,-1
On the FM,SPN,2,6,573
On the FM,SPH,3,8,821
On the FM,SPA,4,11,1419
On the FM,SPL,5,-1,-1
Outbreak,SPB,1,-1,-1
Outbreak,SPN,2,6,675
Outbreak,SPH,3,9,933
Outbreak,SPA,4,11,1523
Outbreak,SPL,5,-1,-1
POSSESSION,SPB,1,3,272
POSSESSION,SPN,2,7,701
POSSESSION,SPH,3,10,1105
POSSESSION,SPA,4,12,1521
POSSESSION,SPL,5,-1,-1
quick master (reform version),SPB,1,-1,-1
quick master (reform version),SPN,2,1,80
quick master (reform version),SPH,3,3,178
quick master (reform version),SPA,4,5,264
quick master (reform version),SPL,5,-1,-1
refrain,SPB,1,-1,-1
refrain,SPN,2,6,622
refrain,SPH,3,10,1208
refrain,SPA,4,12,1857
refrain,SPL,5,-1,-1
Rock It,SPB,1,-1,-1
Rock It,SPN,2,5,590
Rock It,SPH,3,8,859
Rock It,SPA,4,11,1500
Rock It,SPL,5,-1,-1
Routing,SPB,1,-1,-1
Routing,SPN,2,6,482
Routing,SPH,3,9,860
Routing,SPA,4,11,1323
Routing,SPL,5,-1,-1
SEITEN NO TERIYAKI,SPB,1,-1,-1
SEITEN NO TERIYAKI,SPN,2,4,374
SEITEN NO TERIYAKI,SPH,3,7,661
SEITEN NO TERIYAKI,SPA,4,11,1163
SEITEN NO TERIYAKI,SPL,5,-1,-1
Sephirot,SPB,1,-1,-1
Sephirot,SPN,2,5,485
Sephirot,SPH,3,8,848
Sephirot,SPA,4,10,1193
Sephirot,SPL,5,-1,-1
Set U Free feat. Kanae Asaba,SPB,1,-1,-1
Set U Free feat. Kanae Asaba,SPN,2,4,478
Set U Free feat. Kanae Asaba,SPH,3,8,812
Set U Free feat. Kanae Asaba,SPA,4,10,1290
Set U Free feat. Kanae Asaba,SPL,5,-1,-1
SHELTER OF THE MIND,SPB,1,-1,-1
SHELTER OF THE MIND,SPN,2,6,722
SHELTER OF THE MIND,SPH,3,9,1020
SHELTER OF THE MIND,SPA,4,11,1538
SHELTER OF THE MIND,SPL,5,-1,-1
STARLiGHT,SPB,1,-1,-1
STARLiGHT,SPN,2,5,482
STARLiGHT,SPH,3,9,944
STARLiGHT,SPA,4,11,1413
STARLiGHT,SPL,5,-1,-1
STARLIGHT DANCEHALL,SPB,1,-1,-1
STARLIGHT DANCEHALL,SPN,2,6,648
STARLIGHT DANCEHALL,SPH,3,9,939
STARLIGHT DANCEHALL,SPA,4,11,1342
STARLIGHT DANCEHALL,SPL,5,12,1712
StrayedCatz,SPB,1,-1,-1
StrayedCatz,SPN,2,6,557
StrayedCatz,SPH,3,10,1052
StrayedCatz,SPA,4,12,1490
StrayedCatz,SPL,5,-1,-1
Super Duper Racers,SPB,1,-1,-1
Super Duper Racers,SPN,2,4,480
Super Duper Racers,SPH,3,8,821
Super Duper Racers,SPA,4,10,1199
Super Duper Racers,SPL,5,-1,-1
SURVIVOR,SPB,1,-1,-1
SURVIVOR,SPN,2,4,363
SURVIVOR,SPH,3,7,658
SURVIVOR,SPA,4,9,1014
SURVIVOR,SPL,5,-1,-1
Tori-no-kimochi,SPB,1,-1,-1
Tori-no-kimochi,SPN,2,1,133
Tori-no-kimochi,SPH,3,6,662
Tori-no-kimochi,SPA,4,10,1030
Tori-no-kimochi,SPL,5,-1,-1
Triple Counter,SPB,1,-1,-1
Triple Counter,SPN,2,7,716
Triple Counter,SPH,3,10,1145
Triple Counter,SPA,4,12,2016
Triple Counter,SPL,5,-1,-1
Uh-Oh,SPB,1,-1,-1
Uh-Oh,SPN,2,5,568
Uh-Oh,SPH,3,8,891
Uh-Oh,SPA,4,11,1228
Uh-Oh,SPL,5,-1,-1
Violet Pulse,SPB,1,-1,-1
Violet Pulse,SPN,2,2,216
Violet Pulse,SPH,3,8,883
Violet Pulse,SPA,4,10,1252
Violet Pulse,SPL,5,-1,-1
Violet Rose,SPB,1,-1,-1
Violet Rose,SPN,2,7,642
Violet Rose,SPH,3,9,1038
Violet Rose,SPA,4,11,1333
Violet Rose,SPL,5,-1,-1
Welcome,SPB,1,-1,-1
Welcome,SPN,2,4,440
Welcome,SPH,3,10,919
Welcome,SPA,4,11,1357
Welcome,SPL,5,12,1701
X,SPB,1,-1,-1
X,SPN,2,7,811
X,SPH,3,10,1277
X,SPA,4,12,1952
X,SPL,5,-1,-1
ZEPHYRANTHES,SPB,1,-1,-1
ZEPHYRANTHES,SPN,2,5,514
ZEPHYRANTHES,SPH,3,9,943
ZEPHYRANTHES,SPA,4,11,1499
ZEPHYRANTHES,SPL,5,12,1982
オルタネイトβ,SPB,1,-1,-1
オルタネイトβ,SPN,2,4,424
オルタネイトβ,SPH,3,7,725
オルタネイトβ,SPA,4,10,1137
オルタネイトβ,SPL,5,-1,-1
か・し・ま・し☆PUMP UP！,SPB,1,-1,-1
か・し・ま・し☆PUMP UP！,SPN,2,6,607
か・し・ま・し☆PUMP UP！,SPH,3,9,966
か・し・ま・し☆PUMP UP！,SPA,4,11,1453
か・し・ま・し☆PUMP UP！,SPL,5,-1,-1
ギョギョっと人魚 爆婚ブライダル,SPB,1,-1,-1
ギョギョっと人魚 爆婚ブライダル,SPN,2,4,418
ギョギョっと人魚 爆婚ブライダル,SPH,3,8,743
ギョギョっと人魚 爆婚ブライダル,SPA,4,10,1209
ギョギョっと人魚 爆婚ブライダル,SPL,5,-1,-1
シュッパツシンコウ・シサカンコ,SPB,1,-1,-1
シュッパツシンコウ・シサカンコ,SPN,2,5,568
シュッパツシンコウ・シサカンコ,SPH,3,8,904
シュッパツシンコウ・シサカンコ,SPA,4,10,1234
シュッパツシンコウ・シサカンコ,SPL,5,-1,-1
セロトニン,SPB,1,-1,-1
セロトニン,SPN,2,6,677
セロトニン,SPH,3,9,947
セロトニン,SPA,4,11,1194
セロトニン,SPL,5,-1,-1
めいさいアイドル☆あいむちゃん♪,SPB,1,-1,-1
めいさいアイドル☆あいむちゃん♪,SPN,2,7,777
めいさいアイドル☆あいむちゃん♪,SPH,3,10,1202
めいさいアイドル☆あいむちゃん♪,SPA,4,12,1717
めいさいアイドル☆あいむちゃん♪,SPL,5,-1,-1
駅猫のワルツ,SPB,1,-1,-1
駅猫のワルツ,SPN,2,6,601
駅猫のワルツ,SPH,3,10,1174
駅猫のワルツ,SPA,4,12,1558
駅猫のワルツ,SPL,5,-1,-1
紫陽花 -AZISAI-,SPB,1,2,212
紫陽花 -AZISAI-,SPN,2,7,655
紫陽花 -AZISAI-,SPH,3,10,1094
紫陽花 -AZISAI-,SPA,4,12,1490
紫陽花 -AZISAI-,SPL,5,-1,-1
灼熱 Pt.2 Long Train Running,SPB,1,-1,-1
灼熱 Pt.2 Long Train Running,SPN,2,7,675
灼熱 Pt.2 Long Train Running,SPH,3,11,1093
灼熱 Pt.2 Long Train Running,SPA,4,12,1804
灼熱 Pt.2 Long Train Running,SPL,5,-1,-1
少女アリスと箱庭幻想コンチェルト,SPB,1,-1,-1
少女アリスと箱庭幻想コンチェルト,SPN,2,5,390
少女アリスと箱庭幻想コンチェルト,SPH,3,8,761
少女アリスと箱庭幻想コンチェルト,SPA,4,10,1095
少女アリスと箱庭幻想コンチェルト,SPL,5,-1,-1
真 地獄超特急 -HELL or HELL-,SPB,1,-1,-1
真 地獄超特急 -HELL or HELL-,SPN,2,7,737
真 地獄超特急 -HELL or HELL-,SPH,3,10,1123
真 地獄超特急 -HELL or HELL-,SPA,4,12,1727
真 地獄超特急 -HELL or HELL-,SPL,5,-1,-1
星屑ディスタンシア,SPB,1,-1,-1
星屑ディスタンシア,SPN,2,4,353
星屑ディスタンシア,SPH,3,6,619
星屑ディスタンシア,SPA,4,10,1073
星屑ディスタンシア,SPL,5,-1,-1
朝焼けから始まるボクらの小さな旅,SPB,1,-1,-1
朝焼けから始まるボクらの小さな旅,SPN,2,5,490
朝焼けから始まるボクらの小さな旅,SPH,3,9,882
朝焼けから始まるボクらの小さな旅,SPA,4,11,1298
朝焼けから始まるボクらの小さな旅,SPL,5,-1,-1
追想快晴テーマパーク,SPB,1,-1,-1
追想快晴テーマパーク,SPN,2,6,615
追想快晴テーマパーク,SPH,3,10,1077
追想快晴テーマパーク,SPA,4,11,1589
追想快晴テーマパーク,SPL,5,-1,-1
明鏡止水,SPB,1,-1,-1
明鏡止水,SPN,2,5,438
明鏡止水,SPH,3,9,976
明鏡止水,SPA,4,11,1443
明鏡止水,SPL,5,-1,-1
量子の海のリントヴルム,SPB,1,-1,-1
量子の海のリントヴルム,SPN,2,6,468
量子の海のリントヴルム,SPH,3,9,919
量子の海のリントヴルム,SPA,4,11,1508
量子の海のリントヴルム,SPL,5,-1,-1
麗 ～うらら～,SPB,1,1,132
麗 ～うらら～,SPN,2,5,577
麗 ～うらら～,SPH,3,9,903
麗 ～うらら～,SPA,4,11,1329
麗 ～うらら～,SPL,5,-1,-1
!Viva!,SPB,1,-1,-1
!Viva!,SPN,2,5,492
!Viva!,SPH,3,8,825
!Viva!,SPA,4,10,1014
!Viva!,SPL,5,-1,-1
#MAGiCVLGiRL_TRVP_B3VTZ,SPB,1,-1,-1
#MAGiCVLGiRL_TRVP_B3VTZ,SPN,2,6,588
#MAGiCVLGiRL_TRVP_B3VTZ,SPH,3,9,991
#MAGiCVLGiRL_TRVP_B3VTZ,SPA,4,12,1753
#MAGiCVLGiRL_TRVP_B3VTZ,SPL,5,-1,-1
(This Is Not) The Angels,SPB,1,-1,-1
(This Is Not) The Angels,SPN,2,4,309
(This Is Not) The Angels,SPH,3,8,739
(This Is Not) The Angels,SPA,4,11,1364
(This Is Not) The Angels,SPL,5,-1,-1
〆,SPB,1,-1,-1
〆,SPN,2,6,657
〆,SPH,3,9,1198
〆,SPA,4,12,1877
〆,SPL,5,-1,-1
Amazing Mirage,SPB,1,2,189
Amazing Mirage,SPN,2,5,458
Amazing Mirage,SPH,3,9,894
Amazing Mirage,SPA,4,11,1343
Amazing Mirage,SPL,5,12,1684
AO-∞,SPB,1,-1,-1
AO-∞,SPN,2,6,601
AO-∞,SPH,3,9,952
AO-∞,SPA,4,10,1375
AO-∞,SPL,5,-1,-1
Apocalypse,SPB,1,-1,-1
Apocalypse,SPN,2,5,588
Apocalypse,SPH,3,9,1096
Apocalypse,SPA,4,12,1814
Apocalypse,SPL,5,-1,-1
Around The Galaxy,SPB,1,-1,-1
Around The Galaxy,SPN,2,5,570
Around The Galaxy,SPH,3,9,1080
Around The Galaxy,SPA,4,11,1714
Around The Galaxy,SPL,5,-1,-1
AsiaN distractive,SPB,1,-1,-1
AsiaN distractive,SPN,2,5,606
AsiaN distractive,SPH,3,8,911
AsiaN distractive,SPA,4,11,1337
AsiaN distractive,SPL,5,-1,-1
BabeL ～Grand Story～,SPB,1,-1,-1
BabeL ～Grand Story～,SPN,2,6,662
BabeL ～Grand Story～,SPH,3,10,1097
BabeL ～Grand Story～,SPA,4,11,1432
BabeL ～Grand Story～,SPL,5,-1,-1
Be A Star,SPB,1,-1,-1
Be A Star,SPN,2,4,487
Be A Star,SPH,3,9,925
Be A Star,SPA,4,11,1413
Be A Star,SPL,5,-1,-1
Beat Juggling Mix,SPB,1,-1,-1
Beat Juggling Mix,SPN,2,6,531
Beat Juggling Mix,SPH,3,9,837
Beat Juggling Mix,SPA,4,11,1138
Beat Juggling Mix,SPL,5,-1,-1
Believe in you,SPB,1,-1,-1
Believe in you,SPN,2,5,604
Believe in you,SPH,3,8,955
Believe in you,SPA,4,10,1226
Believe in you,SPL,5,-1,-1
Beyond The Seven,SPB,1,-1,-1
Beyond The Seven,SPN,2,4,373
Beyond The Seven,SPH,3,7,671
Beyond The Seven,SPA,4,11,1375
Beyond The Seven,SPL,5,-1,-1
BREAK OVER,SPB,1,-1,-1
BREAK OVER,SPN,2,5,462
BREAK OVER,SPH,3,9,785
BREAK OVER,SPA,4,11,1210
BREAK OVER,SPL,5,-1,-1
Breakin' Chain,SPB,1,-1,-1
Breakin' Chain,SPN,2,4,362
Breakin' Chain,SPH,3,8,669
Breakin' Chain,SPA,4,10,1169
Breakin' Chain,SPL,5,-1,-1
BroGamer,SPB,1,-1,-1
BroGamer,SPN,2,7,699
BroGamer,SPH,3,9,1099
BroGamer,SPA,4,11,1568
BroGamer,SPL,5,-1,-1
Caterpillar,SPB,1,-1,-1
Caterpillar,SPN,2,6,617
Caterpillar,SPH,3,10,1129
Caterpillar,SPA,4,12,1561
Caterpillar,SPL,5,-1,-1
crew,SPB,1,-1,-1
crew,SPN,2,3,317
crew,SPH,3,8,885
crew,SPA,4,11,1480
crew,SPL,5,-1,-1
Cyber True Color,SPB,1,-1,-1
Cyber True Color,SPN,2,5,504
Cyber True Color,SPH,3,9,863
Cyber True Color,SPA,4,11,1207
Cyber True Color,SPL,5,-1,-1
DORNWALD ～Junge～,SPB,1,-1,-1
DORNWALD ～Junge～,SPN,2,6,655
DORNWALD ～Junge～,SPH,3,10,1163
DORNWALD ～Junge～,SPA,4,12,1903
DORNWALD ～Junge～,SPL,5,-1,-1
ECHIDNA,SPB,1,-1,-1
ECHIDNA,SPN,2,6,665
ECHIDNA,SPH,3,10,1111
ECHIDNA,SPA,4,12,1775
ECHIDNA,SPL,5,-1,-1
Egret and Willow,SPB,1,-1,-1
Egret and Willow,SPN,2,6,527
Egret and Willow,SPH,3,8,848
Egret and Willow,SPA,4,11,1383
Egret and Willow,SPL,5,-1,-1
elemental bender feat. Kanae Asaba,SPB,1,-1,-1
elemental bender feat. Kanae Asaba,SPN,2,3,326
elemental bender feat. Kanae Asaba,SPH,3,6,606
elemental bender feat. Kanae Asaba,SPA,4,8,826
elemental bender feat. Kanae Asaba,SPL,5,-1,-1
FUZIN RIZIN,SPB,1,-1,-1
FUZIN RIZIN,SPN,2,5,609
FUZIN RIZIN,SPH,3,9,1008
FUZIN RIZIN,SPA,4,12,1929
FUZIN RIZIN,SPL,5,-1,-1
Go Ahead!!,SPB,1,-1,-1
Go Ahead!!,SPN,2,7,521
Go Ahead!!,SPH,3,10,810
Go Ahead!!,SPA,4,12,1413
Go Ahead!!,SPL,5,-1,-1
GuNGNiR,SPB,1,-1,-1
GuNGNiR,SPN,2,7,684
GuNGNiR,SPH,3,11,1397
GuNGNiR,SPA,4,12,2081
GuNGNiR,SPL,5,12,2443
HADES,SPB,1,2,197
HADES,SPN,2,5,500
HADES,SPH,3,9,950
HADES,SPA,4,12,1601
HADES,SPL,5,-1,-1
HAPPY★RUSH,SPB,1,-1,-1
HAPPY★RUSH,SPN,2,4,400
HAPPY★RUSH,SPH,3,9,982
HAPPY★RUSH,SPA,4,11,1490
HAPPY★RUSH,SPL,5,-1,-1
Honey Trap,SPB,1,-1,-1
Honey Trap,SPN,2,5,422
Honey Trap,SPH,3,8,822
Honey Trap,SPA,4,11,1284
Honey Trap,SPL,5,-1,-1
INVISIBLE STRIX,SPB,1,-1,-1
INVISIBLE STRIX,SPN,2,6,601
INVISIBLE STRIX,SPH,3,10,1074
INVISIBLE STRIX,SPA,4,11,1331
INVISIBLE STRIX,SPL,5,-1,-1
Lost wing at.0,SPB,1,-1,-1
Lost wing at.0,SPN,2,5,475
